brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,date,location,link,description,parse_date
Лада,Приора,Седан,Черный,Бензин,2013.0,606000.0,Механика,98.0,355005,1.6 MT Норма 21703-31-043,ВАЗ-21126,1.6 LTR,2023-04-11 00:00:00,Майкоп,https://maykop.drom.ru/lada/priora/49756084.html,машина в хорошем состоянии не гнилая не ржавая Рыжиков ничего такого нет мотор масло не ест не дымит коробка не крутить не выбивает всё работает идеально звоните пишите Реальному покупателю скидка,2023-05-03 10:00:00
Hyundai,Accent,Седан,Серебристый,Бензин,2001.0,180000.0,Механика,102.0,320000,1.5 MT MT2,G4EC-G,1.5 LTR,2023-04-11 00:00:00,Яблоновский,https://yablonovskiy.drom.ru/hyundai/accent/50465682.html,"Я хозяин. Вопросы по телефону, на сообщения не всегда отвечаю.машина Краснодарская, владею более 5 лет, автотека по запросу. Без торга.",2023-05-03 10:00:00
Honda,Freed Spike,Минивэн,Серебристый,Бензин,2014.0,99000.0,Вариатор,118.0,999000,1.5 G,L15A,1.5 LTR,2023-04-11 00:00:00,Майкоп,https://maykop.drom.ru/honda/freed_spike/50499850.html,"Продаю автомобиль Honda freed spike. Покупал через фирму Токидоки в ноябре 2021г.на сайте компании есть история покупки и домтавки, с пробегом 85тыс. Не бита, не крашена, не колхозтлась в Японии и в России. Вся в оригинале. Поменял все жидкости. Вместе с машиной с Японии пришли комплекты летней и зимней резины на штампах. Есть всё что нужно (кондиционер, есп, абс, магнитола японская), простая комплектация. Передвигалась по Майкопу и пригороду. Осмотр в Майкопе. Езжу на машине каждый день.",2023-05-03 10:00:00
Audi,Q7,Джип 5 дв.,Серый,Бензин,2007.0,183000.0,АКПП,280.0,950000,3.6 FSI quattro tiptronic,BHK,3.6 LTR,2023-04-11 00:00:00,Майкоп,https://maykop.drom.ru/audi/q7/50496780.html,"Автомобиль в хорошем состоянии, пробег родной. Есть небольшие недочеты, если сам не исправлю будет торг. - Фары биксенон (адаптивный) - Ходовые огни - Антиблокировочная система (ABS) - Усилитель руля (гидроэллектрический) - Центральный замок - Электрозеркала - Обогрев всех сидений - Иммобилайзер - Элекрорегулировка передних сидений - Система курсовой стабилизации - Противотуманные фары - Омыватель фар - Парктроник - Антипробуксовочная система - Легкосплавные диски R20 - Электростеклоподъемники (все) - Обогрев зеркал - Бортовой компьютер - Круиз- контроль - Подушки безопасности (передние, задние, боковые) - Салон черный - Кондиционер (климат 4- зонный) - Магнитола (CD+NAVI) - Регулировка руля (в 2 пл. ) - Датчик света - Автозатемнение зеркал - Система полного привода QUATTRO - Кожаные сидения с подогревом - Мультифункциональный руль - Мультимедийная система MMI с навигацией, возможность подключения флешки - жесткого диска и CD- чейнджером на 6 дисков. - Адаптивная камера заднего хода.",2023-05-03 10:00:00
Лада,2107,Седан,Белый,Бензин,1982.0,60000.0,Механика,71.0,350000,1.5 MT5 2107 ,ВАЗ-2103,1.5 LTR,2023-04-11 00:00:00,Майкоп,https://maykop.drom.ru/lada/2107/49759401.html,"Машина в идеальном состоянии. Полностью в заводском исполнении. Готов на любые проверки. Машина не красилась. Машина находилась в одной семье. ПТС оригинал. Стёкла все родные. Запаска не ставилась ни разу. За машиной всегда ухаживали. Из дополненного установлено: - Led оптика - Кнопка открытия багажника - Подлокотник - Сигналы - Местами проклеена бронепленкой - Музыка В машине была установлена сигнализация с автосалона с обратной связью. Багажник так же открывается с кнопки ключа сигнализации. Машина продаётся на родных колёсах, в идеальном Диски не продаются. Фото в WhatsApp. Осмотр в Майкопе.",2023-05-05 14:00:00
ГАЗ,31029 Волга,Седан,Серый,Бензин,1992.0,90000.0,Механика,90.0,55000,2.4 MT,ЗМЗ-4021.10,2.4 LTR,2023-04-11 00:00:00,Абадзехская,https://abadzehskaya.drom.ru/gaz/31029_volga/47387684.html,"Автомобиль 96 года, есть небольшие рыжики. Реальным покупателям торг уместен.",2023-05-06 17:00:00
Лада,2110,Седан,Серебристый,Бензин,1996.0,115000.0,Механика,78.0,135000,1.5i MT 21102,ВАЗ-2111,1.5 LTR,2023-04-12 00:00:00,Майкоп,https://maykop.drom.ru/lada/2110/48858004.html,Оригинальный ПТС. Летняя резина в комплекте. Новый калиновский мотор. 1.6. 8кл Калиновская коробка. Полный комплект ключей и документов. Диски торусы на 14 По кузову исправил недочеты. Обмен не интересует. Новый радиатор. Новые фары. Поменял генератор. Аккумулятор новый,2023-05-02 18:00:00
Лада,2110,Седан,Серебристый,Бензин,1996.0,115000.0,Механика,78.0,100000,1.5i MT 21102,ВАЗ-2111,1.5 LTR,2023-04-12 00:00:00,Майкоп,https://maykop.drom.ru/lada/2110/48858004.html,Оригинальный ПТС. Летняя резина в комплекте. Новый калиновский мотор. 1.6. 8кл Калиновская коробка. Полный комплект ключей и документов. Диски торусы на 14 Обмен не интересует. Новый радиатор. Новые фары. Поменял генератор. Аккумулятор новый,2023-05-09 15:00:00
Suzuki,Ignis,Хэтчбек 5 дв.,Серебристый,Бензин,2006.0,150000.0,АКПП,99.0,555000,1.5 AT Lux,M15A,1.5 LTR,2023-04-13 00:00:00,Яблоновский,https://yablonovskiy.drom.ru/suzuki/ignis/50528505.html,Продаю свой автомобиль в отличном состоянии.,2023-05-04 08:00:00
Chevrolet,Lanos,Седан,Серебристый,Бензин,2005.0,230000.0,Механика,86.0,250000,1.5 MT SX,A15SMS,1.5 LTR,2023-04-13 00:00:00,Майкоп,https://maykop.drom.ru/chevrolet/lanos/50125650.html,Продам авто в хорошем состоянии. Техника отлично. По кузову мелкие косяки. Не гнилая. Стоит гбо евро 4. Кондиционер рабочий. Печка жарит. Стоит зимняя резина. 3 месяца всего. Торг небольшой возможен,2023-05-04 08:00:00
Лада,Приора,Универсал,Серый,Бензин,2013.0,220000.0,Механика,98.0,415000,1.6 MT Люкс 21713-33-046,ВАЗ-21126,1.6 LTR,2023-04-13 00:00:00,Майкоп,https://maykop.drom.ru/lada/priora/50520254.html,Машина живая Установлено ГБО Сел поехал Торг у капота,2023-05-04 08:00:00
Mitsubishi,Lancer,Седан,Синий,Бензин,2005.0,300000.0,Механика,98.0,305000,1.6 MT Instyle,4G18,1.6 LTR,2023-04-13 00:00:00,Майкоп,https://maykop.drom.ru/mitsubishi/lancer/50520598.html,"Продам лансер в неплохом для своих лет состоянии. По кузову есть жизненные коцки. Машина не новая.по машине мотор работает ровно тянет хорошо, кпп переключяется мягко не хрустит не выбивает. Была произведена замена ремня грм шкив каленвала и шкив распредвала. Поменял стартер на оригинальный. Гур не воет. Рулевая рейка не стучит. Поменяны передние стоики. Коньдиционер работает все ок . Всё что касается электроники все работает. Двери не просевшие стекла кроме лобового все родные. Лобовое стекло без трещин. Салон чёрный. Музыка планшет адроид, 4 динамика играет хорошо. Установлены гидравлические упоры капота. Из последнего заменил масло в моторе залито 5.40 zik.остаток протектора по резине примерно 70%. Торг.",2023-05-04 08:00:00
Mitsubishi,Lancer,Седан,Синий,Бензин,2005.0,300000.0,Механика,98.0,365000,1.6 MT Instyle,4G18,1.6 LTR,2023-04-13 00:00:00,Майкоп,https://maykop.drom.ru/mitsubishi/lancer/50520598.html,"Продам лансер в неплохом для своих лет состоянии. По кузову есть жизненные коцки. Машина не новая.по машине мотор работает ровно тянет хорошо, кпп переключяется мягко не хрустит не выбивает. Была произведена замена ремня грм шкив каленвала и шкив распредвала. Поменял стартер на оригинальный. Гур не воет. Рулевая рейка не стучит. Поменяны передние стоики. Коньдиционер работает все ок . Всё что касается электроники все работает. Двери не просевшие стекла кроме лобового все родные. Лобовое стекло без трещин. Салон чёрный. Музыка планшет адроид, 4 динамика играет хорошо. Установлены гидравлические упоры капота. Из последнего заменил масло в моторе залито 5.40 zik.остаток протектора по резине примерно 70%. Торг.",2023-05-05 14:00:00
Suzuki,Ignis,Хэтчбек 5 дв.,Серебристый,Бензин,2006.0,150000.0,АКПП,99.0,500000,1.5 AT Lux,M15A,1.5 LTR,2023-04-13 00:00:00,Яблоновский,https://yablonovskiy.drom.ru/suzuki/ignis/50528505.html,Продаю свой автомобиль в отличном состоянии.,2023-05-13 11:00:00
Hyundai,Elantra,Седан,Серебристый,Бензин,2003.0,265000.0,Механика,105.0,365000,1.6 MT GLS,G4GR,1.6 LTR,2023-04-14 00:00:00,Майкоп,https://maykop.drom.ru/hyundai/elantra/50539689.html,"Продам Hyundai Elantra в отличном техническом и внешнем состоянии. Оригинальный ПТС. Мотор, коробка , подвеска- без нареканий. Мотор работает ровно, не дымит и не троит. По подвеске без лишних шумов. Максимальная комплектация: - 4 электро стеклоподъемника - электро зеркала - подогрев сидений - кондиционер Все работает. Машина реально живая , без рыжиков и гнили. Вся ровная, безопасность на месте. По документам чистая: штрафов, арестов, ограничений - нет. Вин на последнем фото.Торг строго у капота. ЗВОНИТЬ С 10 УТРА, ДО 9 ВЕЧЕРА.",2023-05-05 01:00:00
Mercedes-Benz,C-Class,Седан,Бежевый,Бензин,2011.0,5000.0,АКПП,156.0,1300000,C 180 BlueEFFICIENCY AT Особая серия,M 271 DE 18 AL,1.8 LTR,2023-04-14 00:00:00,Майкоп,https://maykop.drom.ru/mercedes-benz/c-class/50542217.html,"Пробег 255.000 не скручен. трассовый, ничего тут не на подходи, все сделано. Выехала с автосалона 06.03.2012, первый владелец был официально по всем базам в 12 году, можно сказать машина 12 год) В хорошем состоянии, мотор, коробка, ходовая, обслужены полностью, заменены были цепи на новые, поменяны звездочки, масло не кушает, все агрегаты которые нужно поменять поменяны, новое масло, живая машина технически, очень взбитая надо проехать чтобы понять. Приятный салон, черный потолок, внешний вид очень красивый, выглядит симпатично) AMG пакет с завода, никак у %90 машин которые сами делают обвесы. комплектация: хорошая, автопарковка все дела, расход просто сказка за 1000. проезжаю 160 к.м. ещё в городе хватает, налог копейки, машина обслужена что ещё нужно для полного удовольствия.) причина продажи слишком маленькая для меня, привык к большим машинам, и более объемным. По ДТП ничего серьезного не было, страховые махинации, кто знает что это такое понимает, машина не может быть плохой из-за этого) большую часть на бумагах все. Документально чистая, без запретов, без арестов, без залогов, без штрафов, без прочий ерунды. Возможен: обмен, обмен с доплатой мне либо ключами на большую машину. Вложено более 400.000. за 4.5 года бывшим хозяином, мной вложено уже около 50.000., машина делалась для себя, я не собирался продавать, купил не обдумав что будет маленькая.",2023-05-05 01:00:00
